amparo_legal,categoria,codigo_modalidade,codigo_tipo,contratante,data_assinatura,data_proposta_comercial,data_publicacao,fornecedor,id,informacao_complementar,justificativa_inativo,licitacao_numero,links,modalidade,num_parcelas,numero,objeto,processo,prorrogavel,receita_despesa,sistema_origem_licitacao,situacao,subcategoria,subtipo,tipo,unidade_compra,unidades_requisitantes,valor_acumulado,valor_global,valor_inicial,valor_parcela,vigencia_fim,vigencia_inicio
LEI 14.133/2021 - Artigo: 74 - Inciso: I,Serviços,07,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-06,2023-06-30,2023-09-07,"{'cnpj_cpf_idgener': '23.484.444/0001-45', 'nome': '3F LTDA', 'tipo': 'JURIDICA'}",211365,,,04879/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/211365/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/211365/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/211365/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/211365/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/211365/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/211365/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/211365/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/211365/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/211365/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/211365/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/211365/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/211365/terceirizados'}",Inexigibilidade,1,2023NE004879,CONTRATAÇÃO DE 4 (QUATRO) LICENÇAS DO PLUGIN ORÇABIM E 2 (DUAS) LICENÇAS DO PLUGIN OFELÉTRICO DO FABRICANTE ORÇAFASCIO PARA O SOFTWARE AUTODESK REVIT.,000000244264,Sim,Despesa,,Ativo,,,Empenho,179087,,"7.194,00","7.194,00","7.194,00","7.194,00",2024-09-06,2023-09-06
LEI 14.133/2021 - Artigo: 75 - Inciso: II,Serviços,06,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-04,2023-08-31,2023-09-11,"{'cnpj_cpf_idgener': '28.734.262/0001-07', 'nome': 'JB MONTAGENS CORPORATIVAS LTDA', 'tipo': 'JURIDICA'}",211740,,,04504/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/211740/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/211740/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/211740/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/211740/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/211740/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/211740/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/211740/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/211740/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/211740/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/211740/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/211740/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/211740/terceirizados'}",Dispensa,1,2023NE004504,"PRESTAÇÃO NÃO CONTÍNUA DE SERVIÇO PARA MANUTENÇÃO CORRETIVA E PREVENTIVA, NO LOCAL DE INSTALAÇÃO, NOS CONJUNTOS DE ARMÁRIOS DESLIZANTES DAS CASAS-FORTES 4, 5 E 6.",000000243241,Sim,Despesa,,Ativo,,,Empenho,179087,,"4.190,00","4.190,00","4.190,00","4.190,00",2023-10-04,2023-09-04
LEI 14.133/2021 - Artigo: 75 - Inciso: II,Serviços,06,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-06,2023-08-29,2023-09-12,"{'cnpj_cpf_idgener': '05.322.090/0001-50', 'nome': 'MAP COMERCIO, LOCACAO E SERVICO DE MANUTENCAO DE ELETRO-ELETRONICOS LTDA', 'tipo': 'JURIDICA'}",211776,,,04981/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/211776/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/211776/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/211776/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/211776/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/211776/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/211776/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/211776/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/211776/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/211776/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/211776/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/211776/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/211776/terceirizados'}",Dispensa,1,2023NE004981,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO EM 5 MÁQUINAS DE CAFÉ EXPRESSO PARA O BANCO CENTRAL DO BRASIL, EM BRASÍLIA (DF)",000000251473,Sim,Despesa,,Ativo,,,Empenho,179087,,"1.695,00","1.695,00","1.695,00","1.695,00",2023-10-12,2023-09-12
LEI 14.133/2021 - Artigo: 74 - Inciso: III - Alinea: F,Serviços,07,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-14,,2023-09-14,"{'cnpj_cpf_idgener': '36.003.671/0001-53', 'nome': 'CONSULTRE CONSULTORIA E TREINAMENTO LTDA', 'tipo': 'JURIDICA'}",212683,CURSO ONLINE,,03243/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/212683/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/212683/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/212683/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/212683/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/212683/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/212683/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/212683/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/212683/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/212683/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/212683/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/212683/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/212683/terceirizados'}",Inexigibilidade,1,2023NE003243,"INSCRIÇÃO DE 3 SERVIDORES DO BC NO CURSO ""CONTRATAÇÃO DE SERVIÇOS DE TREINAMENTO, DESENVOLVIMENTO E EDUCAÇÃO"", OFERTADO PELA EMPRESA CONSULTRE CONSULTORIA E TREINAMENTO.",000000237368,Não,Despesa,,Ativo,,,Empenho,179087,,"0,00","5.643,00","5.643,00","5.643,00",2024-09-17,2023-09-18
LEI 14.133/2021 - Artigo: 75 - Inciso: II,Compras,06,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-14,2023-08-16,2023-09-18,"{'cnpj_cpf_idgener': '42.273.955/0001-62', 'nome': 'E DOS SANTOS MUNIZ', 'tipo': 'JURIDICA'}",213528,,,04034/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/213528/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/213528/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/213528/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/213528/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/213528/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/213528/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/213528/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/213528/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/213528/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/213528/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/213528/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/213528/terceirizados'}",Dispensa,1,2023NE004034,AQUISIÇÃO DE CAIXAS ARQUIVO,000000245992,Sim,Despesa,,Ativo,,,Empenho,179087,,"22.750,00","22.750,00","22.750,00","22.750,00",2023-10-19,2023-09-19
LEI 14.133/2021 - Artigo: 28 - Inciso: I,Serviços,05,50,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-15,2023-08-08,2023-09-18,"{'cnpj_cpf_idgener': '19.897.713/0001-28', 'nome': 'RICARDO ALVES RAMOS DE BRITO EXTINTORES', 'tipo': 'JURIDICA'}",213562,,,00131/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/213562/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/213562/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/213562/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/213562/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/213562/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/213562/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/213562/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/213562/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/213562/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/213562/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/213562/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/213562/terceirizados'}",Pregão,1,03929/2023,"SERVIÇOS COMUNS DE MANUTENÇÃO E EXECUÇÃO DE TESTES HIDROSTÁTICOS EM VASOS DE PRESSÃO CONTENDO AGENTE DE COMBATE A INCÊNDIO DO TIPO FM-200, QUE SE ENCONTRAM INSTALADOS EM PRÉDIOS DO BANCO CENTRAL DO BRASIL – BCB, SITUADOS EM BRASÍLIA – DF",000000230454,Sim,Despesa,,Ativo,,,Contrato,179087,,"318.000,00","318.000,00","318.000,00","318.000,00",2023-12-19,2023-09-15
LEI 14.133/2021 - Artigo: 75 - Inciso: II,Compras,06,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-21,2023-09-18,2023-09-21,"{'cnpj_cpf_idgener': '48.749.155/0001-51', 'nome': 'COMANDO BRAVO COMERCIO DE PRODUTOS E SERVICOS LTDA', 'tipo': 'JURIDICA'}",214718,,,04591/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/214718/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/214718/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/214718/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/214718/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/214718/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/214718/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/214718/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/214718/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/214718/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/214718/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/214718/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/214718/terceirizados'}",Dispensa,1,2023NE005324,"AQUISIÇÃO DE CONJUNTO DE EQUIPAMENTOS PARA MONITORAMENTO AÉREO DO ENTORNO 
DAS EDIFICAÇÕES DO BANCO CENTRAL DO BRASIL (BCB).",000000246509,Sim,Despesa,,Ativo,,,Empenho,179087,,"27.000,00","27.000,00","27.000,00","27.000,00",2023-10-21,2023-09-21
LEI 14.133/2021 - Artigo: 28 - Inciso: I,Serviços,05,50,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-26,2023-08-01,2023-09-28,"{'cnpj_cpf_idgener': '00.308.141/0009-23', 'nome': 'CONNECTCOM TELEINFORMATICA COMERCIO E SERVICOS LTDA', 'tipo': 'JURIDICA'}",218633,,,00128/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/218633/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/218633/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/218633/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/218633/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/218633/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/218633/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/218633/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/218633/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/218633/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/218633/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/218633/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/218633/terceirizados'}",Pregão,1,03881/2023,"CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE SUPORTE TÉCNICO, MANUTENÇÃO PREVENTIVA, CORRETIVA, OPERACIONALIZAÇÃO, IMPLANTAÇÃO,
DESINSTALAÇÃO E REMANEJAMENTO DE PONTOS DO CABEAMENTO ESTRUTURADO, INCLUINDO O FORNECIMENTO DE FERRAMENTAS E MATERIAIS NECESSÁRIOS À SUA EXECUÇÃO, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA",000000223587,Sim,Despesa,,Ativo,,,Contrato,179087,,"733.743,12","733.743,12","733.743,12","733.743,12",2024-10-10,2023-10-10
LEI 14.133/2021 - Artigo: 74 - Inciso: III - Alinea: F,Internacional,07,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-09-19,,2023-09-29,"{'cnpj_cpf_idgener': 'EX561QGME', 'nome': 'QG MEDIA (LEGALLY QATALYST GLOBAL LTD)', 'tipo': 'IDGENERICO'}",218871,"A INVOICE CHEGOU EM LIBRAS, CONFORME DETERMINAÇÃO DO DEAFI PARA PAGAMENTO A INSTITUIÇÃO BANCÁRIA EM LONDRES , E O VALOR EM REAIS FOI ESTIMADO EM TODO O PROCESSO E SERÁ DEFINIDO PELO CÂMBIO DA DATA DE CONTABILIZAÇÃO DO PAGAMENTO",,52550/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/218871/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/218871/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/218871/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/218871/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/218871/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/218871/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/218871/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/218871/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/218871/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/218871/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/218871/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/218871/terceirizados'}",Inexigibilidade,1,2023NE005255,"INSCRIÇÃO DE SERVIDOR DO DEINF NO CURSO  CYBER SECURITY FOR CRITICAL ASSETS (CS4CA), PROMOVIDO PELA QG MEDIA",000000249868,Não,Despesa,,Ativo,,,Empenho,179087,,"0,00","5.494,50","5.494,50","5.494,50",2024-10-23,2023-10-24
LEI 14.133/2021 - Artigo: 75 - Inciso: II,Serviços,06,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-10-10,2023-10-04,2023-10-17,"{'cnpj_cpf_idgener': '01.577.631/0001-30', 'nome': 'JOAO NATAN COSTA DE OLIVEIRA', 'tipo': 'JURIDICA'}",221305,,,05741/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/221305/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/221305/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/221305/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/221305/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/221305/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/221305/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/221305/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/221305/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/221305/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/221305/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/221305/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/221305/terceirizados'}",Dispensa,1,2023NE005741,"CONSERTO E MANUTENÇÃO DE FRAGMENTADORA DE PAPÉIS PARA O BANCO CENTRAL DO BRASIL, EM BRASÍLIA (DF)",000000255739,Sim,Despesa,,Ativo,,,Empenho,179087,,"0,00","2.850,00","2.850,00","2.850,00",2023-11-18,2023-10-18
LEI 14.133/2021 - Artigo: 75 - Inciso: II,Serviços,06,99,"{'orgao': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '25201', 'nome': 'BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL', 'unidade_gestora_origem': {'codigo': '179087', 'nome': 'BANCO CENTRAL DO BRASIL - BRASÍLIA', 'nome_resumido': 'BANCO CENTRAL D', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-10-11,2023-10-02,2023-10-17,"{'cnpj_cpf_idgener': '08.261.189/0001-88', 'nome': 'STOFCAR SERVICOS E MANUTENCAO DE TAPECARIA LTDA', 'tipo': 'JURIDICA'}",221321,,,05755/2023,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/221321/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/221321/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/221321/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/221321/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/221321/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/221321/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/221321/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/221321/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/221321/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/221321/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/221321/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/221321/terceirizados'}",Dispensa,1,2023NE005755,"MANUTENÇÃO DOS BRAÇOS DE 18 CADEIRAS PARA O BANCO CENTRAL DO BRASIL, EM BRASÍLIA (DF)",000000255895,Não,Despesa,,Ativo,,,Empenho,179087,,"0,00","2.700,00","2.700,00","2.700,00",2023-11-10,2023-10-18
