amparo_legal,categoria,codigo_modalidade,codigo_tipo,contratante,data_assinatura,data_proposta_comercial,data_publicacao,fornecedor,id,informacao_complementar,justificativa_inativo,licitacao_numero,links,modalidade,num_parcelas,numero,objeto,processo,prorrogavel,receita_despesa,sistema_origem_licitacao,situacao,subcategoria,subtipo,tipo,unidade_compra,unidades_requisitantes,valor_acumulado,valor_global,valor_inicial,valor_parcela,vigencia_fim,vigencia_inicio
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-10-29,,2021-11-16,"{'cnpj_cpf_idgener': '07.859.723/0001-90', 'nome': 'CERTVS SOLUCOES INTEGRADAS LTDA', 'tipo': 'JURIDICA'}",121622,,,00066/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/121622/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/121622/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/121622/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/121622/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/121622/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/121622/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/121622/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/121622/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/121622/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/121622/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/121622/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/121622/terceirizados'}",Pregão,12,00060/2021,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE APOIO ADMINISTRATIVO, COM DEDICAÇÃO DE MÃO DE OBRA EXCLUSIVA, PARA O DESEMPENHO REGULAR DE ATIVIDADES MATERIAIS, ACESSÓRIAS E COMPLEMENTARES , AOS ASSUNTOS QUE CONSTITUEM A ÁREA DE COMPETÊNCIA LEGAL DESTE HOSPITAL, COM DISPONIBILIZAÇÃO DE MÃO DE OBRA  EM REGIME DE DEDICAÇÃO EXCLUSIVA, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO AO EDITAL.",63148.022504/2021-69,,Despesa,,Ativo,,,Contrato,765720,,"2.827.224,59","1.238.979,60","837.996,00","103.248,30",2023-11-07,2021-11-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-09,,2021-11-16,"{'cnpj_cpf_idgener': '58.295.213/0021-11', 'nome': 'PHILIPS MEDICAL SYSTEMS LTDA', 'tipo': 'JURIDICA'}",121623,,,00053/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/121623/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/121623/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/121623/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/121623/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/121623/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/121623/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/121623/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/121623/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/121623/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/121623/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/121623/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/121623/terceirizados'}",Pregão,1,00057/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE ARCO CIRÚRGICO, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.",63148.000031/2021-49,,Despesa,,Ativo,,,Contrato,765720,,"748.000,00","748.000,00","748.000,00","748.000,00",2022-11-09,2021-11-09
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-01,,2021-11-16,"{'cnpj_cpf_idgener': '14.349.591/0001-11', 'nome': 'BK ENGENHARIA E METROLOGIA LTDA', 'tipo': 'JURIDICA'}",121633,"O PRAZO DE VIGÊNCIA E EXECUÇÃO DESTE ACORDO É DE 12 (DOZE) MESES, EM MODO CONTINUADO, COM INÍCIO EM 02/11/2022 E ENCERRAMENTO EM 01/11/2023",,00089/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/121633/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/121633/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/121633/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/121633/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/121633/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/121633/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/121633/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/121633/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/121633/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/121633/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/121633/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/121633/terceirizados'}",Pregão,12,00065/2021,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E/OU CORRETIVA, SISTEMÁTICA E PERIÓDICA DOS EQUIPAMENTOS DE COZINHA DA DIVISÃO DE ALIMENTAÇÃO E NUTRIÇÃO DO HOSPITAL NAVAL MARCÍLIO DIAS (HNMD), CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO. ESTA CONTRATAÇÃO COMPREENDE OS SERVIÇOS DE INSPEÇÃO, REVISÃO, AJUSTE, REGULAGEM, ORIENTAÇÃO DE OPERAÇÃO, LUBRIFICAÇÃO, SUBSTITUIÇÃO DE PEÇAS DESGASTADAS E/OU DEFEITUOSAS E TODOS OS DEMAIS PROCEDIMENTOS NECESSÁRIOS AO PERFEITO FUNCIONAMENTO DOS EQUIPAMENTOS EM QUESTÃO, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.",63148.016125/2021-30,,Despesa,,Ativo,,,Contrato,765720,,"465.461,52","242.040,00","242.040,00","20.170,00",2023-11-01,2021-11-01
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-08,,2021-11-16,"{'cnpj_cpf_idgener': '27.091.513/0001-01', 'nome': 'GOLDEN COMERCIO E LOCACAO DE EQUIPAMENTOS MEDICOS LTDA', 'tipo': 'JURIDICA'}",121723,,,00065/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/121723/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/121723/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/121723/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/121723/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/121723/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/121723/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/121723/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/121723/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/121723/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/121723/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/121723/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/121723/terceirizados'}",Pregão,1,00046/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE REPROCESSADORA DE ENDOSCÓPIOS, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA , ANEXO DO EDITAL DO PREGÃO ELETRÔNICO Nº 65720/065/2021.",63148.030658/2021-24,,Despesa,,Ativo,,,Contrato,765720,,"109.900,00","109.900,00","109.900,00","109.900,00",2022-05-08,2021-11-08
LEI 8.666 / 1993 - Artigo: 25,Compras,07,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-18,,2021-11-23,"{'cnpj_cpf_idgener': '63.067.904/0006-69', 'nome': 'LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD', 'tipo': 'JURIDICA'}",122820,,,00014/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/122820/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/122820/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/122820/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/122820/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/122820/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/122820/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/122820/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/122820/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/122820/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/122820/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/122820/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/122820/terceirizados'}",Inexigibilidade,1,00052/2021,"AQUISIÇÃO DO EQUIPAMENTO SEQUENCIADOR ANALÍTICO DE DNA, VISANDO A DETERMINAÇÃO DA SEQUÊNCIA DE NUCLEOTÍDEOS QUE COMPÕEM MOLÉCULAS DE DNA, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL.",63148.027465/2021-78,Sim,Despesa,,Ativo,,,Contrato,765720,,"348.427,26","348.427,26","348.427,26","348.427,26",2022-11-18,2021-11-18
LEI 10.520 / 2002 - Artigo: 1,Compras,05,56,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '749000', 'nome': 'DIR. DE COMUNIC. E TECNOLOGIA DA INF. MARINHA', 'nome_resumido': 'DCTIM', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-18,,2021-11-23,"{'cnpj_cpf_idgener': '01.933.257/0001-69', 'nome': 'FUTURE TECHNOLOGIES INFORMATICA LTDA', 'tipo': 'JURIDICA'}",122827,,,00007/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/122827/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/122827/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/122827/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/122827/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/122827/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/122827/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/122827/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/122827/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/122827/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/122827/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/122827/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/122827/terceirizados'}",Pregão,1,00062/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.",63148.031721/2021-40,Sim,Despesa,,Ativo,,,Termo de Adesão,765720,,"39.800,00","39.800,00","39.800,00","39.800,00",2022-12-15,2021-12-15
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-18,,2021-11-23,"{'cnpj_cpf_idgener': '45.450.285/0001-09', 'nome': 'VOLTA INDUSTRIAL AGROPECUARIA LTDA', 'tipo': 'JURIDICA'}",122894,,,00033/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/122894/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/122894/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/122894/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/122894/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/122894/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/122894/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/122894/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/122894/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/122894/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/122894/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/122894/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/122894/terceirizados'}",Pregão,1,00039/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE SISTEMA DE ARMAZENAMENTO DE AMOSTRA EM NITROGÊNIO LÍQUIDO, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL DO PREGÃO Nº 65720/033/2021.",63148.014498/2021-76,Sim,Despesa,,Ativo,,,Contrato,765720,,"240.000,00","240.000,00","240.000,00","240.000,00",2022-11-18,2021-11-18
LEI 8.666 / 1993 - Artigo: 25,Serviços,07,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-17,,2021-11-23,"{'cnpj_cpf_idgener': '33.250.713/0007-58', 'nome': 'H STRATTNER E CIA LTDA', 'tipo': 'JURIDICA'}",122910,,,00009/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/122910/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/122910/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/122910/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/122910/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/122910/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/122910/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/122910/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/122910/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/122910/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/122910/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/122910/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/122910/terceirizados'}",Inexigibilidade,12,00043/2021,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE ASSISTÊNCIA TÉCNICA PARA MANUTENÇÃO PREVENTIVA E CORRETIVA, DE MODO CONTINUADO, COM O FORNECIMENTO DE PEÇAS PARA O SISTEMA ROBÓTICO DA VINCI, CONFORME CONDIÇÕES ESPECIFICADAS.",63148.019724/2021-13,Sim,Despesa,,Ativo,,,Contrato,765720,,"1.642.000,08","1.642.000,04","1.642.000,04","136.833,34",2022-11-17,2021-11-17
LEI 8.666 / 1993 - Artigo: 25,Serviços,07,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-08,,2021-11-24,"{'cnpj_cpf_idgener': '33.250.713/0002-43', 'nome': 'H STRATTNER E CIA LTDA', 'tipo': 'JURIDICA'}",123087,,,00003/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/123087/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/123087/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/123087/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/123087/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/123087/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/123087/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/123087/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/123087/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/123087/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/123087/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/123087/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/123087/terceirizados'}",Inexigibilidade,12,00058/2021,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE ASSISTÊNCIA TÉCNICA PARA MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE PEÇAS, PARA LAVADORAS E AUTOCLAVE, PERTENCENTE AO CENTRO DE MATERIAL ESTERILIZADO (CME).",63148.006450/2021-94,Sim,Despesa,,Ativo,,,Contrato,765720,,"217.890,48","108.945,24","108.945,24","9.078,77",2023-11-08,2021-11-08
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-11-01,,2021-12-07,"{'cnpj_cpf_idgener': '16.097.422/0001-67', 'nome': 'JFA INDUSTRIA COMERCIO E SERVICO LTDA', 'tipo': 'JURIDICA'}",125339,,,00064/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/125339/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/125339/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/125339/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/125339/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/125339/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/125339/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/125339/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/125339/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/125339/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/125339/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/125339/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/125339/terceirizados'}",Pregão,1,00064/2021,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE FORNECIMENTO, CONFECÇÃO E INSTALAÇÃO DE MOBILIÁRIO ESPECÍFICO E SOB MEDIDA, EM AÇO INOXIDÁVEL, PARA ATENDER AS NECESSIDADES DE REFORMA DO RANCHO DO HOSPITAL NAVAL MARCÍLIO DIAS (HNMD), QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL DO PREGÃO ELETRÔNICO Nº 65720/064/2021.",63148.026099/2020-77,Sim,Despesa,,Ativo,,,Contrato,765720,,"691.955,14","691.955,14","691.955,14","691.955,14",2022-11-01,2021-11-01
LEI 10.520 / 2002 - Artigo: 1,Compras,05,56,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '26238', 'nome': 'UNIVERSIDADE FEDERAL DE MINAS GERAIS', 'unidade_gestora_origem': {'codigo': '153254', 'nome': 'ADMINISTRACAO GERAL/UFMG', 'nome_resumido': 'ADM. GERAL/UFMG', 'sisg': 'Sim', 'utiliza_siafi': 'Sim'}}}",2021-11-22,,2021-12-08,"{'cnpj_cpf_idgener': '72.381.189/0010-01', 'nome': 'DELL COMPUTADORES DO BRASIL LTDA', 'tipo': 'JURIDICA'}",125566,,,00003/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/125566/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/125566/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/125566/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/125566/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/125566/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/125566/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/125566/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/125566/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/125566/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/125566/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/125566/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/125566/terceirizados'}",Pregão,1,00023/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.",63148.030658/2021-24,Sim,Despesa,,Ativo,,,Termo de Adesão,153254,,"631.210,00","631.210,00","631.210,00","631.210,00",2022-11-22,2021-11-22
